מזהה,סוג,"מק""ט",Name,מחיר רגיל,Categories,פורסם,האם מומלץ?,נראות בקטלוג,תיאור קצר,תיאור,תאריך התחלה של מחיר המבצע,תאריך סיום של מחיר המבצע,Tax status,סוג מס,במלאי?,מלאי,כמות של מלאי מועט,לאפשר הזמנות מראש?,נמכר בנפרד?,משקל (kg),אורך (cm),רוחב (cm),גובה (cm),לאפשר חוות דעת של לקוחות?,הערת רכישה,מחיר מבצע,תגיות,Shipping class, תמונות,הגבלת הורדות,ימים שנותרו לתוקף ההורדה,אב,מוצרים מקובצים,מוצרים משודרגים,מוצרים משלימים,URL חיצוני,טקסט כפתור,מיקום,,,
5031,simple,,צלחת הנסיכה סופיה סגולה,13.9,בנות > הנסיכה סופיה,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,51,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5032,simple,,צלחת מרובעת סופיה הנסיכה בצבע ורוד,13.9,בנות > הנסיכה סופיה,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,52,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5033,simple,,צלחת מרובעת סופיה הנסיכה בצבע סגול,17.9,בנות > הנסיכה סופיה,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,53,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5034,simple,,מפיות הנסיכה סופיה,13.9,בנות > הנסיכה סופיה,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,54,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5035,simple,,כובעים הנסיכה סופיה,10.9,בנות > הנסיכה סופיה,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,55,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5036,simple,,כוסות פלסטיק הנסיכה סופיה,9.9,בנות > הנסיכה סופיה,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,56,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5037,simple,,קופסאות פוקפורן הנסיכה סופיה,9.9,בנות > הנסיכה סופיה,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,57,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5038,simple,,מפת שולחן סופיה הנסיכה,12.9,בנות > הנסיכה סופיה,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,58,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5039,simple,,שקיות הפתעה סופיה הנסיכה,7.9,בנות > הנסיכה סופיה,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,59,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5040,simple,,שרשרת דגלים לקישוט הנסיכה סופיה,9.9,בנות > הנסיכה סופיה,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,60,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5041,simple,,קופסאות פופקורן הנסיכה סופיה ,9.9,בנות > הנסיכה סופיה,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,61,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
,,,הלו קיטי,,,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,62,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
,,,פריט,מחיר,,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,63,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5044,simple,,מפה הלו קיטי,12.9,בנות > הלו קיטי,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,64,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5045,simple,,כרזות קישוט הלו קיטי,18.9,בנות > הלו קיטי,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,65,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5046,simple,,צלחת הלו קיטי  לבבות,13.9,בנות > הלו קיטי,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,66,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5047,simple,,כוסות פלסטיק הלו קיטי לבבות ,9.9,בנות > הלו קיטי,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,67,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5048,simple,,צלחת הלו קיטי עם בלון,11.9,בנות > הלו קיטי,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,68,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5049,simple,,כוסות הלו קיטי עם בלון,,בנות > הלו קיטי,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,69,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5050,simple,,מפיות הלו קיטי,13.9,בנות > הלו קיטי,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,70,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
,,,מינימאוס,,,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,71,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
,,,פריט,מחיר,,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,72,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5053,simple,,צלחת מינימואס צבעי פסטל,9.9,בנות > מינימאוס,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,73,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5054,simple,,צלחת מינימואס צבעי פסטל,13.9,בנות > מינימאוס,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,74,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5055,simple,,מפיות מינימאוס  צבעי פסטל ,13.9,בנות > מינימאוס,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,75,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5056,simple,,כוסות מינימאוס צבעי פסטל,9.9,בנות > מינימאוס,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,76,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5057,simple,,כוסות תותים מיני מאוס,9.9,בנות > מינימאוס,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,77,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5058,simple,,צלחות קרטון מיני מאוס קאפקייקס,13.9,בנות > מינימאוס,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,78,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5059,simple,,כוסות פלסטיק מיני מאוס קאפקייקס,9.9,בנות > מינימאוס,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,79,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5060,simple,,כוס תלת מימדית קשיחה מיני מאוס,7.9,בנות > מינימאוס,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,80,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5061,simple,,מנשפים מיני מאוס,10.9,בנות > מינימאוס,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,81,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5062,simple,,מפיות מיני מאוס פוקסיה,13.9,בנות > מינימאוס,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,82,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5063,simple,,מפת מינימאוס פוקסיה,12.9,בנות > מינימאוס,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,83,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5064,simple,,שקיות הפתעה מינימאוס,7.9,בנות > מינימאוס,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,84,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5065,simple,,שקיות הפתעה מיניון,7.9,בנות > מינימאוס,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,85,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5066,simple,,כרזת קישוט מינימאוס,18.9,בנות > מינימאוס,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,86,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5067,simple,,דגלים לקישוט מינימאוס,9.9,בנות > מינימאוס,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,87,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5068,simple,,כרזת יום הולדת מינימאוס,4.9,בנות > מינימאוס,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,88,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
5069,simple,,כובעים מיני מאוס פוקסיה,10.9,בנות > מינימאוס,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,89,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
,,,פריט,,,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,,https//celebrationbyorel.com/wpcontent/uploads/2019/08/מפיות_003.jpg,,,,,,,,,90,"{""total""0,""to_translate""{""en""27,""he""27}}",1,1
